Annotation Cluster 1,Enrichment Score: 21.344612414979288,,,,,,,,,,,
Category,Term,Count,%,PValue,Genes,List Total,Pop Hits,Pop Total,Fold Enrichment,Bonferroni,Benjamini,FDR
GOTERM_BP_FAT,GO:0009199~ribonucleoside triphosphate metabolic process,47,4.761904762,7.71E-17,"GM10250, ALDOA, PPARA, IER3, UQCRC1, PFKFB2, NDUFB9, LDHD, CYC1, HK2, COX7C, PINK1, PGAM2, ATP5G1, OGDH, ATP5G3, SDHAF2, NDUFS6, BDNF, DNAJC15, ATP5S, ENTPD5, ENO3, ATP5L, ATP5K, GPD1, COX8B, CYCS, ATP5F1, BPGM, AK4, ATP1A2, PFKM, NDUFA10, COQ7, STAT3, DDIT4, SLC25A13, MPI, CHCHD10, GCK, SLC25A33, DLD, NDUFV2, COX6A2, ATP5C1, UQCRB",849,233,17911,4.255534155,7.13E-13,3.10E-14,2.22E-13
GOTERM_BP_FAT,GO:0009144~purine nucleoside triphosphate metabolic process,47,4.761904762,1.09E-16,"GM10250, ALDOA, PPARA, IER3, UQCRC1, PFKFB2, NDUFB9, LDHD, CYC1, HK2, COX7C, PINK1, PGAM2, ATP5G1, OGDH, ATP5G3, SDHAF2, NDUFS6, BDNF, DNAJC15, ATP5S, ENTPD5, ENO3, ATP5L, ATP5K, GPD1, COX8B, CYCS, ATP5F1, BPGM, AK4, ATP1A2, PFKM, NDUFA10, COQ7, STAT3, DDIT4, SLC25A13, MPI, CHCHD10, GCK, SLC25A33, DLD, NDUFV2, COX6A2, ATP5C1, UQCRB",849,235,17911,4.219316843,7.13E-13,2.96E-14,2.22E-13
GOTERM_BP_FAT,GO:0006733~oxidoreduction coenzyme metabolic process,36,3.647416413,2.83E-15,"ALDOA, NAMPT, PPARA, IER3, LDHB, FDX1, PFKFB2, HK2, PGAM2, OGDH, GPD1L, CBR2, FMO2, ENTPD5, ENO3, PDHA1, PDHX, DLST, GPD1, NDUFA9, BPGM, DLAT, PFKM, COQ7, IDH3A, COQ5, STAT3, DDIT4, COQ3, MPI, GCK, DLD, COQ10B, COQ10A, DCXR, MDH1",849,151,17911,5.029649217,1.85E-11,5.98E-13,5.64E-12
GOTERM_BP_FAT,GO:0046496~nicotinamide nucleotide metabolic process,30,3.039513678,5.28E-12,"ALDOA, NAMPT, LDHB, IER3, PPARA, FDX1, PFKFB2, HK2, PGAM2, OGDH, GPD1L, CBR2, FMO2, ENTPD5, ENO3, PDHA1, PDHX, DLST, GPD1, BPGM, PFKM, DLAT, IDH3A, STAT3, DDIT4, MPI, GCK, DLD, DCXR, MDH1",849,135,17911,4.688129826,3.39E-08,8.68E-10,1.03E-08
GOTERM_BP_FAT,GO:0019362~pyridine nucleotide metabolic process,30,3.039513678,5.28E-12,"ALDOA, NAMPT, LDHB, IER3, PPARA, FDX1, PFKFB2, HK2, PGAM2, OGDH, GPD1L, CBR2, FMO2, ENTPD5, ENO3, PDHA1, PDHX, DLST, GPD1, BPGM, PFKM, DLAT, IDH3A, STAT3, DDIT4, MPI, GCK, DLD, DCXR, MDH1",849,135,17911,4.688129826,3.39E-08,8.68E-10,1.03E-08
GOTERM_BP_FAT,GO:0072524~pyridine-containing compound metabolic process,30,3.039513678,7.77E-12,"ALDOA, NAMPT, LDHB, IER3, PPARA, FDX1, PFKFB2, HK2, PGAM2, OGDH, GPD1L, CBR2, FMO2, ENTPD5, ENO3, PDHA1, PDHX, DLST, GPD1, BPGM, PFKM, DLAT, IDH3A, STAT3, DDIT4, MPI, GCK, DLD, DCXR, MDH1",849,137,17911,4.619689974,4.99E-08,1.25E-09,1.52E-08
GOTERM_BP_FAT,GO:0006090~pyruvate metabolic process,23,2.33029382,2.72E-10,"ALDOA, LDHB, IER3, PPARA, GPD1, ME3, PFKFB2, HK2, PGAM2, BPGM, DLAT, NR4A3, PFKM, OGDH, STAT3, DDIT4, MPI, GCK, DLD, ENTPD5, ENO3, PDHA1, PDHX",849,93,17911,5.217434806,1.75E-06,3.79E-08,5.31E-07
GOTERM_BP_FAT,GO:0044724~single-organism carbohydrate catabolic process,21,2.127659574,1.24E-07,"ALDOA, IER3, PPARA, GPD1, SORD, PFKFB2, HK2, PGAM2, BPGM, PFKM, OGDH, STAT3, DDIT4, GALM, MPI, GCK, PYGM, ENTPD5, ENO3, PYGB, LRP5",849,107,17911,4.140451108,7.94E-04,1.22E-05,2.42E-04
GOTERM_BP_FAT,GO:0009135~purine nucleoside diphosphate metabolic process,18,1.823708207,2.76E-07,"ALDOA, IER3, GPD1, PPARA, NUDT18, PFKFB2, HK2, PGAM2, BPGM, AK4, PFKM, OGDH, STAT3, DDIT4, MPI, GCK, ENTPD5, ENO3",849,83,17911,4.575162842,0.001769863,2.53E-05,5.39E-04
GOTERM_BP_FAT,GO:0009179~purine ribonucleoside diphosphate metabolic process,18,1.823708207,2.76E-07,"ALDOA, IER3, GPD1, PPARA, NUDT18, PFKFB2, HK2, PGAM2, BPGM, AK4, PFKM, OGDH, STAT3, DDIT4, MPI, GCK, ENTPD5, ENO3",849,83,17911,4.575162842,0.001769863,2.53E-05,5.39E-04
GOTERM_BP_FAT,GO:0046031~ADP metabolic process,17,1.722391084,6.04E-07,"ALDOA, IER3, GPD1, PPARA, PFKFB2, HK2, PGAM2, BPGM, AK4, PFKM, OGDH, STAT3, DDIT4, MPI, GCK, ENTPD5, ENO3",849,78,17911,4.597973483,0.003866826,4.90E-05,0.001178992
GOTERM_BP_FAT,GO:0006096~glycolytic process,16,1.621073961,6.15E-07,"ALDOA, IER3, GPD1, PPARA, PFKFB2, HK2, PGAM2, BPGM, PFKM, OGDH, STAT3, DDIT4, MPI, GCK, ENTPD5, ENO3",849,69,17911,4.891961558,0.003938362,4.93E-05,0.001200846
GOTERM_BP_FAT,GO:0006757~ATP generation from ADP,16,1.621073961,7.49E-07,"ALDOA, IER3, GPD1, PPARA, PFKFB2, HK2, PGAM2, BPGM, PFKM, OGDH, STAT3, DDIT4, MPI, GCK, ENTPD5, ENO3",849,70,17911,4.822076392,0.00479348,5.86E-05,0.001462205
GOTERM_BP_FAT,GO:0009185~ribonucleoside diphosphate metabolic process,18,1.823708207,7.86E-07,"ALDOA, IER3, GPD1, PPARA, NUDT18, PFKFB2, HK2, PGAM2, BPGM, AK4, PFKM, OGDH, STAT3, DDIT4, MPI, GCK, ENTPD5, ENO3",849,89,17911,4.266724898,0.005032239,6.01E-05,0.00153522
GOTERM_BP_FAT,GO:0006165~nucleoside diphosphate phosphorylation,17,1.722391084,2.02E-06,"ALDOA, IER3, GPD1, PPARA, PFKFB2, HK2, PGAM2, BPGM, AK4, PFKM, OGDH, STAT3, DDIT4, MPI, GCK, ENTPD5, ENO3",849,85,17911,4.219316843,0.01291053,1.46E-04,0.00395432
GOTERM_BP_FAT,GO:0016052~carbohydrate catabolic process,21,2.127659574,2.42E-06,"ALDOA, IER3, PPARA, GPD1, SORD, PFKFB2, HK2, PGAM2, BPGM, PFKM, OGDH, STAT3, DDIT4, GALM, MPI, GCK, PYGM, ENTPD5, ENO3, PYGB, LRP5",849,128,17911,3.461158348,0.015407299,1.71E-04,0.004724994
GOTERM_BP_FAT,GO:0009132~nucleoside diphosphate metabolic process,19,1.925025329,2.60E-06,"ALDOA, IER3, PPARA, GPD1, NUDT18, PFKFB2, HK2, PGAM2, BPGM, AK4, PFKM, OGDH, STAT3, DDIT4, MPI, GCK, NUDT7, ENTPD5, ENO3",849,107,17911,3.746122431,0.016536663,1.81E-04,0.005074233
GOTERM_BP_FAT,GO:0046939~nucleotide phosphorylation,17,1.722391084,2.79E-06,"ALDOA, IER3, GPD1, PPARA, PFKFB2, HK2, PGAM2, BPGM, AK4, PFKM, OGDH, STAT3, DDIT4, MPI, GCK, ENTPD5, ENO3",849,87,17911,4.122321054,0.017744098,1.92E-04,0.005448057
GOTERM_BP_FAT,GO:0051196~regulation of coenzyme metabolic process,12,1.215805471,7.31E-06,"ME1, COQ3, IER3, GPD1, PDK2, PPARA, GCK, ENTPD5, PGAM2, BPGM, STAT3, DDIT4",849,46,17911,5.503456752,0.045804056,4.51E-04,0.01426698
GOTERM_BP_FAT,GO:0051193~regulation of cofactor metabolic process,12,1.215805471,9.13E-06,"ME1, COQ3, IER3, GPD1, PDK2, PPARA, GCK, ENTPD5, PGAM2, BPGM, STAT3, DDIT4",849,47,17911,5.386361928,0.056931292,5.38E-04,0.017835945
GOTERM_BP_FAT,GO:0043470~regulation of carbohydrate catabolic process,9,0.911854103,0.001285906,"IER3, GPD1, PPARA, GCK, ENTPD5, PGAM2, BPGM, STAT3, DDIT4",849,46,17911,4.127592564,0.999740889,0.034822397,2.481762638
GOTERM_BP_FAT,GO:0009118~regulation of nucleoside metabolic process,10,1.013171226,0.001513927,"IER3, GPD1, PPARA, DNAJC15, GCK, SLC25A33, ENTPD5, PINK1, STAT3, DDIT4",849,58,17911,3.637342106,0.999940155,0.040198185,2.915691534
GOTERM_BP_FAT,GO:1903578~regulation of ATP metabolic process,10,1.013171226,0.001513927,"IER3, GPD1, PPARA, DNAJC15, GCK, SLC25A33, ENTPD5, PINK1, STAT3, DDIT4",849,58,17911,3.637342106,0.999940155,0.040198185,2.915691534
GOTERM_BP_FAT,GO:0006109~regulation of carbohydrate metabolic process,19,1.925025329,0.004517083,"IER3, GPD1, PPARA, PDK2, FKTN, ACADM, PFKFB2, PGAM2, BPGM, ACACB, STAT3, DDIT4, SORBS1, GCK, DGAT2, MLYCD, P2RY1, ENTPD5, SIK1",849,192,17911,2.087682813,1,0.088924236,8.462509855
GOTERM_BP_FAT,GO:0006110~regulation of glycolytic process,7,0.709219858,0.005534944,"IER3, GPD1, PPARA, GCK, ENTPD5, STAT3, DDIT4",849,35,17911,4.219316843,1,0.103211835,10.27327218
GOTERM_BP_FAT,GO:0006140~regulation of nucleotide metabolic process,18,1.823708207,0.019538798,"ME1, IER3, GPD1, PPARA, ADCY1, ADCY7, WFS1, PGAM2, PINK1, BPGM, EGLN1, MRAP2, STAT3, DDIT4, DNAJC15, GCK, SLC25A33, ENTPD5",849,207,17911,1.834485584,1,0.249126991,31.98101734
,,,,,,,,,,,,
Annotation Cluster 6,Enrichment Score: 6.991137821243507,,,,,,,,,,,
Category,Term,Count,%,PValue,Genes,List Total,Pop Hits,Pop Total,Fold Enrichment,Bonferroni,Benjamini,FDR
GOTERM_CC_FAT,GO:0043292~contractile fiber,37,3.748733536,1.54E-08,"ALDOA, JPH2, TCAP, PDLIM5, MYL1, FHL2, TIMP4, KCNA5, MTM1, ANK1, DES, BAG3, ABRA, LMOD2, SCN5A, LMOD3, HRC, S100A1, TWF2, CST3, MYOZ2, CACNA1S, CSRP3, MURC, TRIM54, ANKRD23, PYGM, XIRP2, MYPN, GM10020, ITGB1BP2, CMYA5, MYH11, ADRA1A, PDE4DIP, FBXO32, DST",805,229,14413,2.892842225,1.05E-05,4.79E-07,2.32E-05
GOTERM_CC_FAT,GO:0030016~myofibril,36,3.647416413,1.58E-08,"ALDOA, JPH2, TCAP, PDLIM5, MYL1, FHL2, TIMP4, KCNA5, MTM1, ANK1, DES, BAG3, ABRA, LMOD2, SCN5A, LMOD3, HRC, S100A1, TWF2, MYOZ2, CACNA1S, CSRP3, MURC, TRIM54, PYGM, ANKRD23, XIRP2, MYPN, GM10020, ITGB1BP2, CMYA5, MYH11, ADRA1A, PDE4DIP, FBXO32, DST",805,219,14413,2.943180465,1.08E-05,4.71E-07,2.38E-05
GOTERM_CC_FAT,GO:0030017~sarcomere,32,3.242147923,1.50E-07,"ALDOA, JPH2, TCAP, PDLIM5, FHL2, TIMP4, KCNA5, MTM1, ANK1, DES, BAG3, ABRA, LMOD2, SCN5A, LMOD3, HRC, S100A1, MYOZ2, CSRP3, CACNA1S, MURC, TRIM54, PYGM, ANKRD23, XIRP2, MYPN, GM10020, ITGB1BP2, CMYA5, ADRA1A, FBXO32, DST",805,197,14413,2.908320459,1.03E-04,4.11E-06,2.26E-04
GOTERM_CC_FAT,GO:0031674~I band,26,2.634245187,1.55E-07,"ALDOA, JPH2, TCAP, PDLIM5, FHL2, KCNA5, MTM1, DES, ANK1, BAG3, SCN5A, HRC, S100A1, MYOZ2, CACNA1S, CSRP3, MURC, TRIM54, ANKRD23, PYGM, XIRP2, MYPN, ITGB1BP2, ADRA1A, FBXO32, DST",805,138,14413,3.373282924,1.06E-04,4.07E-06,2.32E-04
GOTERM_CC_FAT,GO:0044449~contractile fiber part,33,3.343465046,1.62E-07,"ALDOA, JPH2, TCAP, PDLIM5, FHL2, TIMP4, KCNA5, MTM1, ANK1, DES, BAG3, ABRA, LMOD2, SCN5A, LMOD3, HRC, S100A1, MYOZ2, CACNA1S, CSRP3, MURC, TRIM54, PYGM, ANKRD23, XIRP2, MYPN, GM10020, ITGB1BP2, CMYA5, MYH11, ADRA1A, FBXO32, DST",805,208,14413,2.840593645,1.11E-04,4.10E-06,2.43E-04
GOTERM_CC_FAT,GO:0030018~Z disc,23,2.33029382,1.23E-06,"ALDOA, JPH2, TCAP, PDLIM5, FHL2, MYOZ2, KCNA5, CSRP3, MURC, TRIM54, ANK1, DES, PYGM, XIRP2, BAG3, MYPN, ITGB1BP2, ADRA1A, FBXO32, SCN5A, DST, S100A1, HRC",805,124,14413,3.320967742,8.42E-04,2.81E-05,0.001852201
,,,,,,,,,,,,
Annotation Cluster 7,Enrichment Score: 6.197144625216215,,,,,,,,,,,
Category,Term,Count,%,PValue,Genes,List Total,Pop Hits,Pop Total,Fold Enrichment,Bonferroni,Benjamini,FDR
GOTERM_BP_FAT,GO:0044282~small molecule catabolic process,40,4.052684904,6.81E-10,"ACOX1, ECH1, SORD, BCAT2, ABCD1, PFKFB2, PAH, PTEN, HADHB, AUH, FAH, GOT2, PLIN5, GALM, GOT1, ADH1, OXCT1, CYP26B1, ETFDH, ABCD2, SYNJ2, ALDH4A1, GLO1, GPT2, ETFB, BCKDHA, DLST, ALDH6A1, ACADM, ACACB, PFKM, DECR1, PHYH, LPIN1, ACADVL, MPI, ALDH2, GPT, ACAD12, LRP5",849,273,17911,3.091074611,4.37E-06,8.92E-08,1.33E-06
GOTERM_BP_FAT,GO:0034440~lipid oxidation,22,2.228976697,1.01E-08,"ACOX1, PPARA, ACADM, ECH1, ABCD1, ACACB, DECR1, NR4A3, PHYH, AUH, HADHB, ACADVL, PLIN5, CD36, APOD, DGAT2, MLYCD, ABCD2, ETFDH, CYGB, ETFB, ACAD12",849,102,17911,4.550243655,6.49E-05,1.14E-06,1.97E-05
GOTERM_BP_FAT,GO:0019395~fatty acid oxidation,21,2.127659574,3.79E-08,"ACOX1, PPARA, ACADM, ECH1, ABCD1, ACACB, DECR1, NR4A3, PHYH, AUH, HADHB, ACADVL, PLIN5, CD36, DGAT2, MLYCD, ABCD2, ETFDH, CYGB, ETFB, ACAD12",849,100,17911,4.430282686,2.43E-04,3.99E-06,7.41E-05
GOTERM_BP_FAT,GO:0030258~lipid modification,29,2.938196555,1.40E-07,"ACOX1, PPARA, ECH1, ABCD1, PTEN, AUH, HADHB, PLIN5, MTM1, APOD, ETFDH, ABCD2, SYNJ2, CYGB, ETFB, PIK3R1, SCD1, ACADM, TTC7B, EPHX2, ACACB, DECR1, NR4A3, PHYH, ACADVL, CD36, DGAT2, MLYCD, ACAD12",849,194,17911,3.153613105,8.96E-04,1.36E-05,2.73E-04
GOTERM_BP_FAT,GO:0016054~organic acid catabolic process,28,2.836879433,3.57E-07,"ACOX1, BCAT2, ECH1, ABCD1, PAH, FAH, AUH, HADHB, GOT2, PLIN5, GOT1, CYP26B1, ABCD2, ETFDH, ALDH4A1, GPT2, ETFB, BCKDHA, ALDH6A1, DLST, ACADM, ACACB, DECR1, PHYH, LPIN1, ACADVL, GPT, ACAD12",849,191,17911,3.092692974,0.002286808,3.18E-05,6.97E-04
GOTERM_BP_FAT,GO:0046395~carboxylic acid catabolic process,26,2.634245187,4.03E-07,"ACOX1, ECH1, ABCD1, PAH, FAH, AUH, HADHB, GOT2, PLIN5, GOT1, CYP26B1, ABCD2, ETFDH, ALDH4A1, GPT2, ETFB, ALDH6A1, DLST, ACADM, ACACB, DECR1, PHYH, LPIN1, ACADVL, GPT, ACAD12",849,169,17911,3.245628341,0.002582428,3.49E-05,7.87E-04
GOTERM_BP_FAT,GO:0009062~fatty acid catabolic process,16,1.621073961,7.11E-06,"ACOX1, ECH1, ACADM, ABCD1, ACACB, DECR1, PHYH, LPIN1, AUH, HADHB, ACADVL, PLIN5, ABCD2, ETFDH, ETFB, ACAD12",849,83,17911,4.066811415,0.0445975,4.52E-04,0.013882484
GOTERM_BP_FAT,GO:0072329~monocarboxylic acid catabolic process,17,1.722391084,9.12E-06,"ACOX1, ACADM, ECH1, ABCD1, ACACB, DECR1, PHYH, LPIN1, AUH, HADHB, ACADVL, PLIN5, CYP26B1, ABCD2, ETFDH, ETFB, ACAD12",849,95,17911,3.775178228,0.056856212,5.42E-04,0.017811724
GOTERM_BP_FAT,GO:0006635~fatty acid beta-oxidation,14,1.418439716,1.81E-05,"ACOX1, ECH1, ACADM, ABCD1, ACACB, DECR1, AUH, HADHB, ACADVL, PLIN5, ABCD2, ETFDH, ETFB, ACAD12",849,69,17911,4.280466363,0.109422774,9.65E-04,0.035259003
GOTERM_BP_FAT,GO:0044242~cellular lipid catabolic process,24,2.431610942,1.88E-05,"LPL, ACOX1, ACADM, ECH1, ENPP2, ABCD1, AMACR, PNPLA2, ACACB, DECR1, GPCPD1, PHYH, LPIN1, AUH, HADHB, ACADVL, PLIN5, PNPLA8, CYP26B1, SMPD1, ETFDH, ABCD2, ETFB, ACAD12",849,183,17911,2.766765143,0.113755493,9.98E-04,0.036742576
GOTERM_BP_FAT,GO:0016042~lipid catabolic process,30,3.039513678,5.87E-05,"ACOX1, ECH1, ENPP2, ABCD1, PLBD1, GPCPD1, AUH, HADHB, PLIN5, CYP26B1, ETFDH, ABCD2, PLA1A, ETFB, LPL, PLA2G16, ACADM, NCEH1, AMACR, PNPLA2, ACACB, DECR1, PHYH, LPIN1, ACADVL, PNPLA8, MLYCD, PRDX6, SMPD1, ACAD12",849,278,17911,2.276609808,0.313993645,0.002767255,0.114619461
,,,,,,,,,,,,
Annotation Cluster 8,Enrichment Score: 6.01418978786519,,,,,,,,,,,
Category,Term,Count,%,PValue,Genes,List Total,Pop Hits,Pop Total,Fold Enrichment,Bonferroni,Benjamini,FDR
GOTERM_MF_FAT,"GO:0051537~2 iron, 2 sulfur cluster binding",13,1.317122594,9.60E-10,"XDH, GLRX5, FECH, FDX1, UQCRFS1, ISCA1, SDHB, ISCU, CISD2, AK157302, CISD1, NDUFV2, AOX1",793,27,16866,10.24043716,1.47E-06,7.37E-07,1.60E-06
GOTERM_MF_FAT,GO:0051540~metal cluster binding,16,1.621073961,2.98E-07,"XDH, GLRX5, FECH, FDX1, UQCRFS1, NDUFS7, ISCA1, SDHB, ISCU, CISD2, AK157302, CISD1, NDUFV2, AOX1, ETFDH, CDK5RAP1",793,66,16866,5.156024304,4.58E-04,5.08E-05,4.96E-04
GOTERM_MF_FAT,GO:0051536~iron-sulfur cluster binding,16,1.621073961,2.98E-07,"XDH, GLRX5, FECH, FDX1, UQCRFS1, NDUFS7, ISCA1, SDHB, ISCU, CISD2, AK157302, CISD1, NDUFV2, AOX1, ETFDH, CDK5RAP1",793,66,16866,5.156024304,4.58E-04,5.08E-05,4.96E-04
GOTERM_MF_FAT,"GO:0051539~4 iron, 4 sulfur cluster binding",7,0.709219858,0.01031499,"NDUFS7, ISCA1, ISCU, SDHB, AK157302, ETFDH, CDK5RAP1",793,40,16866,3.722005044,0.99999988,0.174697847,15.86816167
,,,,,,,,,,,,
Annotation Cluster 9,Enrichment Score: 5.532047622238676,,,,,,,,,,,
Category,Term,Count,%,PValue,Genes,List Total,Pop Hits,Pop Total,Fold Enrichment,Bonferroni,Benjamini,FDR
GOTERM_MF_FAT,"GO:0016614~oxidoreductase activity, acting on CH-OH group of donors",24,2.431610942,5.91E-07,"XDH, ME1, LDHB, GPD1, ME3, SORD, PTGR2, LDHD, CBR4, IDH3A, HADHB, GPD1L, DHRS3, CBR2, DHRS4, AKR1B3, L2HGDH, ADH1, AOX1, SPR, AKR7A5, BDH1, DCXR, MDH1",793,151,16866,3.380439775,9.09E-04,7.58E-05,9.86E-04
GOTERM_MF_FAT,"GO:0016616~oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",21,2.127659574,3.06E-06,"ME1, LDHB, GPD1, ME3, SORD, PTGR2, LDHD, CBR4, IDH3A, HADHB, GPD1L, DHRS3, CBR2, DHRS4, AKR1B3, ADH1, SPR, AKR7A5, BDH1, DCXR, MDH1",793,131,16866,3.409470269,0.004698387,2.77E-04,0.00510592
GOTERM_MF_FAT,GO:0051287~NAD binding,14,1.418439716,1.40E-05,"ME1, LDHB, GPD1, ME3, SORD, SIRT5, IDH3A, HADHB, GPD1L, ADH1, AOX1, DLD, ALDH2, MDH1",793,68,16866,4.378829464,0.021264982,9.34E-04,0.023301698
,,,,,,,,,,,,
Annotation Cluster 10,Enrichment Score: 4.66022060656945,,,,,,,,,,,
Category,Term,Count,%,PValue,Genes,List Total,Pop Hits,Pop Total,Fold Enrichment,Bonferroni,Benjamini,FDR
GOTERM_BP_FAT,GO:0006790~sulfur compound metabolic process,46,4.660587639,2.62E-12,"TXN2, ETHE1, STAT5B, DCN, ACSS2, EXTL1, OGDH, GSTM7, GSTM1, GSTM2, MUT, ACSS1, MMACHC, GSTK1, SULT1A1, NUDT7, ANGPT1, GLO1, PDHA1, GSTO1, AMD1, SUCLA2, PDHX, GPC1, PAPSS2, DLST, PDK2, SQRDL, SUOX, SUCLG1, CS, ACACB, DLAT, SOD2, ISCA1, ISCU, AK157302, DGAT2, MLYCD, MTR, DLD, APIP, SCP2, GPAM, GSTP1, MPST",849,293,17911,3.31209172,1.68E-08,4.43E-10,5.13E-09
GOTERM_BP_FAT,GO:0006637~acyl-CoA metabolic process,18,1.823708207,1.90E-07,"DLST, PDK2, SUCLG1, CS, ACACB, DLAT, ACSS2, OGDH, ACSS1, DGAT2, MLYCD, DLD, NUDT7, PDHA1, SUCLA2, GPAM, PDHX, SCP2",849,81,17911,4.688129826,0.00121981,1.82E-05,3.71E-04
GOTERM_BP_FAT,GO:0035383~thioester metabolic process,18,1.823708207,1.90E-07,"DLST, PDK2, SUCLG1, CS, ACACB, DLAT, ACSS2, OGDH, ACSS1, DGAT2, MLYCD, DLD, NUDT7, PDHA1, SUCLA2, GPAM, PDHX, SCP2",849,81,17911,4.688129826,0.00121981,1.82E-05,3.71E-04
GOTERM_BP_FAT,GO:0006084~acetyl-CoA metabolic process,11,1.114488349,4.73E-07,"DLST, ACSS1, MLYCD, NUDT7, DLD, CS, ACACB, DLAT, PDHA1, ACSS2, PDHX",849,29,17911,8.002152634,0.003029591,3.94E-05,9.23E-04
GOTERM_BP_FAT,GO:0009108~coenzyme biosynthetic process,19,1.925025329,1.47E-06,"NAMPT, PDK2, MMADHC, NDUFA9, ACACB, DLAT, ACSS2, COQ7, COQ5, PANK4, COQ3, ACSS1, MLYCD, DLD, COQ10B, SPR, COQ10A, PDHA1, PDHX",849,103,17911,3.891602914,0.009383242,1.08E-04,0.002868864
GOTERM_BP_FAT,GO:0006085~acetyl-CoA biosynthetic process,7,0.709219858,1.43E-05,"ACSS1, MLYCD, DLD, DLAT, PDHA1, ACSS2, PDHX",849,13,17911,11.35969919,0.087451057,7.75E-04,0.027844706
GOTERM_BP_FAT,GO:0071616~acyl-CoA biosynthetic process,9,0.911854103,1.78E-05,"PDK2, ACSS1, MLYCD, DLD, ACACB, DLAT, PDHA1, ACSS2, PDHX",849,26,17911,7.302663767,0.108029822,9.60E-04,0.034783569
GOTERM_BP_FAT,GO:0035384~thioester biosynthetic process,9,0.911854103,1.78E-05,"PDK2, ACSS1, MLYCD, DLD, ACACB, DLAT, PDHA1, ACSS2, PDHX",849,26,17911,7.302663767,0.108029822,9.60E-04,0.034783569
GOTERM_BP_FAT,GO:0044272~sulfur compound biosynthetic process,15,1.519756839,1.65E-04,"PDK2, ACACB, DLAT, ACSS2, EXTL1, ACSS1, MLYCD, DLD, ANGPT1, PDHA1, APIP, AMD1, PAPSS2, PDHX, MPST",849,96,17911,3.296341284,0.652453797,0.006462815,0.3210968
GOTERM_CC_FAT,GO:0045254~pyruvate dehydrogenase complex,5,0.506585613,5.61E-04,"PDK2, DLD, DLAT, PDHA1, PDHX",805,8,14413,11.19021739,0.318983047,0.008693087,0.840825017
GOTERM_MF_FAT,"GO:0016620~oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor",10,1.013171226,6.34E-04,"ALDH1A1, ALDH6A1, DHRS4, DLD, ALDH2, ALDH4A1, DLAT, PDHA1, OGDH, PDHX",793,52,16866,4.090115433,0.622784202,0.025329934,1.051471968
GOTERM_MF_FAT,GO:0004738~pyruvate dehydrogenase activity,4,0.40526849,0.001854261,"DLD, DLAT, PDHA1, PDHX",793,6,16866,14.17906683,0.94230848,0.054398662,3.04553114
GOTERM_MF_FAT,GO:0034603~pyruvate dehydrogenase [NAD(P)+] activity,4,0.40526849,0.001854261,"DLD, DLAT, PDHA1, PDHX",793,6,16866,14.17906683,0.94230848,0.054398662,3.04553114
GOTERM_MF_FAT,GO:0034604~pyruvate dehydrogenase (NAD+) activity,4,0.40526849,0.001854261,"DLD, DLAT, PDHA1, PDHX",793,6,16866,14.17906683,0.94230848,0.054398662,3.04553114
GOTERM_BP_FAT,GO:0006086~acetyl-CoA biosynthetic process from pyruvate,4,0.40526849,0.00495105,"DLD, DLAT, PDHA1, PDHX",849,8,17911,10.54829211,1,0.094751804,9.238730556
GOTERM_BP_FAT,GO:0061732~mitochondrial acetyl-CoA biosynthetic process from pyruvate,4,0.40526849,0.00495105,"DLD, DLAT, PDHA1, PDHX",849,8,17911,10.54829211,1,0.094751804,9.238730556
,,,,,,,,,,,,
Annotation Cluster 11,Enrichment Score: 4.375373862160845,,,,,,,,,,,
Category,Term,Count,%,PValue,Genes,List Total,Pop Hits,Pop Total,Fold Enrichment,Bonferroni,Benjamini,FDR
GOTERM_BP_FAT,GO:0010035~response to inorganic substance,51,5.167173252,1.17E-05,"ADCY1, IMPACT, PINK1, BNIP3, PGAM2, PRDX3, AQP1, PTEN, B2M, LONP1, GSN, CPOX, MT2, RHOB, MT1, CAT, FAS, MB, ICAM1, BSG, NOL3, FECH, CST3, JUNB, C1QA, SLC41A1, KPNA4, XDH, SORD, EGLN1, KCNA5, ZC3H12A, RASA4, SCN5A, CRIP1, PSAP, EEF1A2, MAOB, AXL, NR4A1, NR4A3, SOD3, KCNK3, SOD2, SLC25A13, DUSP1, TFRC, AKR1B3, PLN, MTR, APBB1",849,558,17911,1.928182428,0.072430375,6.59E-04,0.022877742
GOTERM_BP_FAT,GO:1990267~response to transition metal nanoparticle,19,1.925025329,5.60E-05,"ICAM1, CRIP1, BSG, FECH, SORD, PGAM2, AQP1, PTEN, SOD3, KCNK3, SOD2, B2M, C1QA, TFRC, CPOX, PLN, MT2, MT1, APBB1",849,133,17911,3.013797745,0.301953963,0.002679019,0.109330936
GOTERM_BP_FAT,GO:0010038~response to metal ion,33,3.343465046,1.14E-04,"XDH, ADCY1, SORD, BNIP3, PGAM2, AQP1, PTEN, B2M, LONP1, GSN, CPOX, MT2, MT1, CAT, FAS, SCN5A, RASA4, ICAM1, CRIP1, BSG, FECH, MAOB, KCNK3, JUNB, SOD3, SOD2, C1QA, SLC25A13, TFRC, DUSP1, PLN, SLC41A1, APBB1",849,332,17911,2.096949636,0.518889989,0.004833706,0.2224043
,,,,,,,,,,,,
Annotation Cluster 12,Enrichment Score: 4.180399172277764,,,,,,,,,,,
